============MAP============
---------StemmingNLTK---------
0.080614183794
---------StemmingLucene---------
0.0648299396377

============11 Points precision recall curve============

---------StemmingNLTK---------
[ 0.70707071  0.55353535  0.36125966  0.24531025  0.16512956  0.11155269
  0.08124862  0.06388535  0.05194805  0.04432012  0.        ]

---------StemmingLucene---------
[ 0.53535354  0.44612795  0.28715729  0.19794095  0.13988946  0.09710311
  0.0667789   0.          0.          0.          0.        ]

============Precision@10============

---------StemmingNLTK---------
1 ; 0.1
2 ; 0.2
3 ; 0.4
4 ; 0.2
5 ; 0.7
6 ; 0.4
7 ; 0.4
8 ; 0.2
9 ; 0.3
10 ; 0.4
11 ; 1.0
12 ; 0.0
13 ; 0.4
14 ; 0.4
15 ; 0.8
16 ; 0.6
17 ; 0.4
18 ; 0.8
19 ; 0.1
20 ; 0.8
21 ; 0.5
22 ; 0.7
23 ; 0.1
24 ; 0.2
25 ; 0.4
26 ; 0.6
27 ; 0.2
28 ; 0.5
29 ; 0.4
30 ; 0.4
31 ; 0.7
32 ; 0.3
33 ; 0.8
34 ; 0.6
35 ; 0.5
36 ; 0.1
37 ; 0.8
38 ; 0.5
39 ; 0.6
40 ; 0.3
41 ; 0.4
42 ; 0.6
43 ; 0.7
44 ; 0.7
45 ; 0.4
46 ; 0.5
47 ; 0.2
48 ; 0.3
49 ; 0.7
50 ; 0.5
51 ; 0.8
52 ; 0.1
53 ; 0.3
54 ; 1.0
55 ; 0.2
56 ; 0.3
57 ; 0.7
58 ; 0.8
59 ; 0.3
60 ; 0.2
61 ; 0.9
62 ; 0.6
63 ; 0.3
64 ; 0.3
65 ; 0.4
66 ; 0.4
67 ; 0.3
68 ; 0.5
69 ; 0.4
70 ; 0.3
71 ; 0.3
72 ; 0.6
73 ; 0.4
74 ; 0.2
75 ; 0.7
76 ; 0.5
77 ; 0.2
78 ; 0.4
79 ; 0.4
80 ; 0.4
81 ; 0.7
82 ; 0.5
83 ; 0.5
84 ; 0.5
85 ; 0.1
86 ; 0.4
87 ; 0.1
88 ; 0.3
89 ; 0.5
90 ; 1.0
91 ; 0.8
92 ; 0.9
94 ; 0.6
95 ; 0.2
96 ; 0.2
97 ; 0.4
98 ; 0.3
99 ; 0.3
100 ; 0.3

---------StemmingLucene---------
1 ; 0.4
2 ; 0.1
3 ; 0.4
4 ; 0.1
5 ; 0.7
6 ; 0.4
7 ; 0.4
8 ; 0.1
9 ; 0.2
10 ; 0.3
11 ; 0.8
12 ; 0.0
13 ; 0.2
14 ; 0.5
15 ; 0.4
16 ; 0.7
17 ; 0.3
18 ; 0.5
19 ; 0.1
20 ; 0.9
21 ; 0.4
22 ; 0.6
23 ; 0.0
24 ; 0.2
25 ; 0.2
26 ; 0.6
27 ; 0.2
28 ; 0.5
29 ; 0.0
30 ; 0.5
31 ; 0.7
32 ; 0.2
33 ; 0.5
34 ; 0.4
35 ; 0.3
36 ; 0.2
37 ; 1.0
38 ; 0.1
39 ; 0.3
40 ; 0.3
41 ; 0.3
42 ; 0.7
43 ; 0.3
44 ; 0.5
45 ; 0.4
46 ; 0.3
47 ; 0.1
48 ; 0.4
49 ; 0.8
50 ; 0.4
51 ; 0.5
52 ; 0.1
53 ; 0.4
54 ; 0.8
55 ; 0.1
56 ; 0.2
57 ; 0.7
58 ; 0.5
59 ; 0.2
60 ; 0.2
61 ; 1.0
62 ; 0.4
63 ; 0.1
64 ; 0.3
65 ; 0.3
66 ; 0.4
67 ; 0.3
68 ; 0.1
69 ; 0.3
70 ; 0.3
71 ; 0.3
72 ; 0.5
73 ; 0.3
74 ; 0.2
75 ; 0.8
76 ; 0.3
77 ; 0.2
78 ; 0.2
79 ; 0.3
80 ; 0.4
81 ; 0.4
82 ; 0.2
83 ; 0.4
84 ; 0.6
85 ; 0.0
86 ; 0.6
87 ; 0.3
88 ; 0.2
89 ; 0.5
90 ; 0.9
91 ; 0.6
92 ; 0.6
94 ; 0.4
95 ; 0.2
96 ; 0.3
97 ; 0.5
98 ; 0.1
99 ; 0.3
100 ; 0.3
